round,train_loss,train_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,time_seconds,accuracy,loss,precision,recall,f1_score
1,1.3564496227412555,0.5852868904033862,1.9411603402804931,0.41534432290864276,0.31604628278471103,0.41534432290864276,0.3250661786162748,2.0567736742614238,0.3314208572392845,0.21647942466150397,0.3314208572392845,0.20854258436503426,4.500114917755127,,,,,
2,0.9163690160727658,0.7027558422230584,1.3900213835144277,0.5342782313973193,0.5692975675466581,0.5342782313973193,0.4771262820891682,1.7001100725874965,0.4262009224884689,0.44097109087881275,0.4262009224884689,0.34373204675573393,4.165365219116211,,,,,
3,0.7061089033454048,0.7675597857331246,1.080921269623823,0.6251733169003235,0.6778825323045754,0.6251733169003235,0.5860674856147094,1.4626291088532752,0.5099561255484306,0.5610062532005287,0.5099561255484306,0.45176530851274094,4.210634231567383,,,,,
4,0.5952461745017809,0.8000756753649372,0.8597726395823999,0.7193036512093668,0.7353046593018332,0.7193036512093668,0.6816836380606747,1.311930479878904,0.5496118798515018,0.5800920979608833,0.5496118798515018,0.4967215810127132,4.150033712387085,,,,,
5,0.5059298777559698,0.8316770781192974,0.7273870867622081,0.7816977353258358,0.7946589110734416,0.7816977353258358,0.7516966517707317,1.2133690568188176,0.5991675104061199,0.6220867190475917,0.5991675104061199,0.5622428117066284,4.141605854034424,,,,,
6,0.4530890389622323,0.850178318870444,0.6283882062528079,0.8055769527037436,0.8243891422110764,0.8055769527037436,0.7932183475615349,1.1099930673499037,0.6222297221284734,0.6304852257561654,0.6222297221284734,0.5918478267573998,4.193480968475342,,,,,
7,0.4054809540352884,0.8642597420544996,0.5756695076876035,0.8134339855184101,0.8321928579342447,0.8134339855184101,0.8025553921497683,1.1156942627402873,0.6158173022837214,0.641266951397095,0.6158173022837214,0.5806619929809017,4.1868462562561035,,,,,
8,0.37124309757385027,0.8733164090962175,0.5636584339294645,0.8242181482052072,0.8441656745589298,0.8242181482052072,0.820046715815781,1.0573135067700723,0.6146360670491618,0.6410726044145906,0.6146360670491618,0.5804753990341059,4.1113269329071045,,,,,
9,0.34812218031262543,0.8798318085185034,0.4489180725374899,0.8611924202742258,0.8724113714579552,0.8611924202742258,0.8588349923006764,0.9413945302476173,0.6702103723703454,0.6689251748690415,0.6702103723703454,0.6583168754260079,4.182559013366699,,,,,
10,0.3305945702989345,0.8853804853845924,0.44950991137114793,0.8457864735788014,0.8758733943097095,0.8457864735788014,0.8383922882817101,0.9512789580132404,0.6627292158848015,0.6897313992775733,0.6627292158848015,0.6430416914067213,4.172593832015991,,,,,
11,0.31072793732269954,0.8937084941785512,0.44996418449364833,0.8497920197196118,0.8873789905834389,0.8497920197196118,0.8495052372866123,0.9513310850947334,0.6670041624479695,0.7035560623518182,0.6670041624479695,0.6559766156462724,4.081164360046387,,,,,
12,0.29781848739038674,0.8982438613043306,0.3918351303849744,0.8875365891234016,0.8936180413882312,0.8875365891234016,0.8876140875777766,0.869185434349048,0.6988412644841939,0.6934426093636877,0.6988412644841939,0.690311009648478,4.187525987625122,,,,,
13,0.2790085835015893,0.904754275635395,0.40187576593593866,0.8678169773532584,0.8877646934269685,0.8678169773532584,0.8658913396953658,0.8876889019932974,0.6894476319046012,0.7049138514296617,0.6894476319046012,0.6745787339634971,4.168688058853149,,,,,
14,0.2755402456644087,0.9073804453240817,0.37936716461894215,0.8799876752426437,0.88696722913719,0.8799876752426437,0.8775255747290204,0.8831114018106906,0.6918663516706041,0.6996605404007025,0.6918663516706041,0.678413811980048,4.104449510574341,,,,,
15,0.2593419211963043,0.9130703137551954,0.3992814899978497,0.8710522261592974,0.8986148422218468,0.8710522261592974,0.8725680595225508,0.8711096843351918,0.6981662729215885,0.7233960939479039,0.6981662729215885,0.6901962974963299,4.074169874191284,,,,,
16,0.2467960404804172,0.9160529536420772,0.35241332248443263,0.8938530272685257,0.9081289540183879,0.8938530272685257,0.8941046195242184,0.8375708805802622,0.7099223759703004,0.7244228547893772,0.7099223759703004,0.7020361497312289,4.078465223312378,,,,,
17,0.23762094831535188,0.9200073752938532,0.3923795279939008,0.8747496533661994,0.8983528835687283,0.8747496533661994,0.8751478951882,0.8599286709717978,0.7044661941725728,0.7349610956755913,0.7044661941725728,0.6925691409264231,4.113454341888428,,,,,
18,0.22859475523656442,0.9234125729764813,0.3447389231543937,0.8986288707441072,0.9090179194028651,0.8986288707441072,0.8983773839239534,0.8085519653067222,0.7223534705816177,0.722093826569812,0.7223534705816177,0.7109923822647864,4.088276624679565,,,,,
19,0.21830638708647912,0.9265212998919514,0.32768958163287126,0.9026344168849175,0.9078432913501592,0.9026344168849175,0.9027176050229776,0.8060100608647695,0.7291596355045562,0.7289945427231458,0.7291596355045562,0.7194176268688832,4.195032835006714,,,,,
20,0.21040958449614852,0.9288697715351472,0.37780442408743303,0.8830688645817285,0.8974687503443597,0.8830688645817285,0.8824714714532637,0.8375793128102659,0.7210034874564067,0.7291900783615265,0.7210034874564067,0.7059537589636087,4.08739709854126,,,,,
21,0.20862127766999325,0.9295617911386259,0.34527630039951757,0.8900015405946695,0.9115033513437383,0.8900015405946695,0.8912131591567052,0.7990288777954332,0.7277534030824615,0.7442234895272917,0.7277534030824615,0.7203069654073966,4.173863887786865,,,,,
22,0.192017745727944,0.9355918281869332,0.3153031227392512,0.9109536281004468,0.9152072383057517,0.9109536281004468,0.9111391063599563,0.7938559466841143,0.7364157948025649,0.7445096936675988,0.7364157948025649,0.7314491632344593,4.36470890045166,,,,,
23,0.20403519649857715,0.9325617643410521,0.3078066292106233,0.9163457094438453,0.9188434736274353,0.9163457094438453,0.9164001143541745,0.7628325421733172,0.7480593992575093,0.7407422878684012,0.7480593992575093,0.7401078824506064,4.184661388397217,,,,,
24,0.18091460516739413,0.9383010357891521,0.3005723628226827,0.9208134339855184,0.9251448769024301,0.9208134339855184,0.921588146393105,0.7444837687857468,0.7552593092586343,0.7495738377326701,0.7552593092586343,0.7494255277631902,4.187771558761597,,,,,
25,0.17691202840472675,0.9399421032121491,0.37041818741160903,0.8883068864581729,0.906513053745835,0.8883068864581729,0.8877242461784206,0.8005860444128561,0.7346720665991675,0.7366922071168291,0.7346720665991675,0.7210986499302589,4.180241584777832,,,,,
26,0.17545787704009838,0.9420868721702675,0.29640566258635437,0.916807887844708,0.9219103896241284,0.916807887844708,0.9172006027433849,0.7514322739991768,0.7558218022274722,0.7536415440857829,0.7558218022274722,0.7495172610217417,4.167126417160034,,,,,
27,0.17893172559520293,0.9400043806404905,0.30174524084185805,0.9148051147743029,0.9204415643887585,0.9148051147743029,0.9146632711586409,0.7602061764678156,0.753740578242772,0.7524587936013872,0.753740578242772,0.7458637206634368,4.1944358348846436,,,,,
28,0.16311290421135194,0.9474759654829666,0.30106280793891704,0.9152672931751656,0.919839443508832,0.9152672931751656,0.9153932894408057,0.7346263456390202,0.7618967262909213,0.7559253556623807,0.7618967262909213,0.7555466506420033,4.128871440887451,,,,,
29,0.1560917772799557,0.9488221948330343,0.3032407405388923,0.9205053150516099,0.9264628311940925,0.9205053150516099,0.9216780063931758,0.7226984194178243,0.7653841826977162,0.765596470199221,0.7653841826977162,0.7613459545399117,4.071202039718628,,,,,
30,0.15787420699184426,0.9490159090920246,0.3100468761205416,0.911723925435218,0.9202993300102187,0.911723925435218,0.9123901848362017,0.7295945920079481,0.7651029362132973,0.7641585330486259,0.7651029362132973,0.7583644617827204,4.0957441329956055,,,,,
31,0.14765465323517313,0.951562838867668,0.28716096602939273,0.9225080881220151,0.9260620940970467,0.9225080881220151,0.9229104955443511,0.7219479807129404,0.7697716278546518,0.7639846240127159,0.7697716278546518,0.7645764880745906,4.172841548919678,,,,,
32,0.1404664977020283,0.9538464209750206,0.2951640946217521,0.9223540286550609,0.9275639439426496,0.9223540286550609,0.9232497575035582,0.7220513010564141,0.7710091123860952,0.7682532745457736,0.7710091123860952,0.7661563067872385,4.097578525543213,,,,,
33,0.13380851552428447,0.9568296156243781,0.28852427577388395,0.9255892774611,0.9293682117687494,0.9255892774611,0.9263233338372877,0.7197182777024774,0.7712903588705141,0.770289096552011,0.7712903588705141,0.7673272912310669,4.188398361206055,,,,,
34,0.13822555254861166,0.9557824844104182,0.3254631444607507,0.9098752118317671,0.9179546411686035,0.9098752118317671,0.9101496071437394,0.7374929271421304,0.7661154235572055,0.7616692305953409,0.7661154235572055,0.7585430638684145,4.180055618286133,,,,,
35,0.14046702994532506,0.955589078065303,0.2929722300030898,0.9242027422585117,0.9286647726899305,0.9242027422585117,0.9248571318640589,0.7084814525519598,0.7751153110586118,0.7703922463185847,0.7751153110586118,0.7712458724414165,4.173624038696289,,,,,
