round,train_loss,train_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,time_seconds,accuracy,loss,precision,recall,f1_score
1,1.227053664355127,0.647576948864164,2.2295603687490306,0.2977353258357727,0.18880486844024325,0.16977353258357727,0.07782065377671911,2.2117465834661068,0.19377882776465294,0.1522427639154351,0.19377882776465294,0.08151843590225634,4.399940729141235,,,,,
2,0.8445945915288359,0.7278728132436654,1.8770747418543936,0.3616761670004622,0.13706945677220378,0.3216761670004622,0.18697324886522212,1.9964164173070647,0.29176510293621327,0.11605523057031623,0.29176510293621327,0.16494696730464234,4.18479323387146,,,,,
3,0.6814618941110997,0.7742010739826609,1.4953528990677225,0.4272069018641195,0.5587962879614521,0.4272069018641195,0.343849753572056,1.746925497822156,0.34717066036674543,0.3083226404480347,0.34717066036674543,0.25206961684913,4.334460020065308,,,,,
4,0.581445423161306,0.7999765767849737,1.2474441850264366,0.5576952703743645,0.6279996518291323,0.5576952703743645,0.48832978327354043,1.5914536249464604,0.44768815389807626,0.5122939799564409,0.44768815389807626,0.3783468685390857,4.312980651855469,,,,,
5,0.5118632670135704,0.8237885529361378,1.1186373948389752,0.5835772608226776,0.6624709809226279,0.5835772608226776,0.5232996018191215,1.4764574835090967,0.47733153335583306,0.5256179947059252,0.47733153335583306,0.4115081119343816,4.282207012176514,,,,,
6,0.4570178123442833,0.8404251402978838,0.9983656198139863,0.6102295486057618,0.7254611050122622,0.6102295486057618,0.5528136382983523,1.3729595340723824,0.5010124873439082,0.5710407510056735,0.5010124873439082,0.43183515580833753,4.160589933395386,,,,,
7,0.4122786767657275,0.8572117737586293,0.8805718367850169,0.6515174857494993,0.7532244606609055,0.6515174857494993,0.6067207659456815,1.280298184498261,0.5316683541455732,0.5960614480389318,0.5316683541455732,0.4750473782794202,4.017788887023926,,,,,
8,0.3749609928746117,0.8716621549828465,0.8734245257318121,0.6615313511015252,0.7723087996795155,0.6615313511015252,0.620684246317361,1.2832711328603457,0.5316121048486894,0.6201459773311879,0.5316121048486894,0.48287435644450755,4.064721584320068,,,,,
9,0.35015645086761277,0.8825121362222592,0.7539883151000756,0.7109844399938376,0.7955877519604176,0.7109844399938376,0.6888052917280938,1.1853072585881474,0.5690741365732929,0.619461187246097,0.5690741365732929,0.5301849485277699,4.037847995758057,,,,,
10,0.3256186039414865,0.88976669021887,0.7288876385336902,0.7248497920197197,0.8093573904909963,0.7248497920197197,0.7075840827719213,1.1776403217002396,0.5822927213409832,0.6528277959604557,0.5822927213409832,0.5539243929689965,4.047152042388916,,,,,
