round,train_loss,train_accuracy,global_test_accuracy,time_seconds,epsilon_i,epsilon_total,delta_total,client_0_pers_acc,client_0_global_acc,client_1_pers_acc,client_1_global_acc,client_2_pers_acc,client_2_global_acc,client_3_pers_acc,client_3_global_acc
15,0.07841957833476758,0.9291127792348739,0.7232534593317583,24.440484285354614,0.1483112450429502,6.750098283110382,6.099999999999999e-05,0.9352112676056338,0.9154929577464789,0.9039855072463768,0.5489130434782609,0.8746518105849582,0.7409470752089137,0.9427048634243838,0.9213857428381079
16,0.07731307430215231,0.9294745410147418,0.7297221284733941,24.426336526870728,0.1483112450429502,6.995565155021604,6.5e-05,0.9408450704225352,0.9154929577464789,0.9057971014492754,0.5452898550724637,0.8746518105849582,0.7493036211699164,0.9427048634243838,0.9287141905396402
17,0.07633882211348597,0.9334720086822826,0.7361907976150298,41.538748264312744,0.1483112450429502,7.234933941725581,6.9e-05,0.9352112676056338,0.923943661971831,0.907608695652174,0.5471014492753623,0.8774373259052924,0.766016713091922,0.9453697534976683,0.9220519653564291
18,0.07534721032613154,0.9345934701998733,0.722297221284734,41.79326677322388,0.1483112450429502,7.468735495660147,7.3e-05,0.9436619718309859,0.895774647887324,0.9112318840579711,0.5471014492753623,0.8802228412256268,0.6740947075208914,0.9493670886075949,0.9360426382411725
19,0.07417901286998024,0.9369630098580085,0.7407469906626167,42.951191663742065,0.1483112450429502,7.697427846670802,7.699999999999999e-05,0.9464788732394366,0.9183098591549296,0.9094202898550725,0.5652173913043478,0.8802228412256268,0.7576601671309192,0.9480346435709527,0.9360426382411725
20,0.07302993879809085,0.9381387356425793,0.7452469344133198,43.526941537857056,0.1483112450429502,7.921409464751609,8.099999999999999e-05,0.952112676056338,0.923943661971831,0.9130434782608695,0.5507246376811594,0.8857938718662952,0.7855153203342619,0.9520319786808794,0.9340439706862091
21,0.07230037091175401,0.9392963733381567,0.7430532118348521,43.898561000823975,0.1483112450429502,8.14102956989822,8.499999999999999e-05,0.9380281690140845,0.9295774647887324,0.9166666666666666,0.5579710144927537,0.8885793871866295,0.7688022284122563,0.950033311125916,0.938707528314457
22,0.07188092036304314,0.9391878448041965,0.7539655754303071,43.97526526451111,0.1483112450429502,8.35659625494842,8.9e-05,0.9464788732394366,0.9323943661971831,0.9221014492753623,0.5851449275362319,0.8857938718662952,0.8133704735376045,0.9506995336442372,0.9340439706862091
23,0.07089484898509767,0.9401826896988333,0.7454156823039711,43.982033252716064,0.1483112450429502,8.568382963043273,9.3e-05,0.9549295774647887,0.9267605633802817,0.9148550724637681,0.5706521739130435,0.8885793871866295,0.7855153203342619,0.9533644237175216,0.9373750832778148
24,0.07035236777949153,0.942895903047843,0.748396895038812,44.020108222961426,0.1483112450429502,8.776633709608426,9.7e-05,0.9464788732394366,0.9323943661971831,0.9202898550724637,0.5615942028985508,0.8885793871866295,0.807799442896936,0.9526982011992006,0.9480346435709527
25,0.06927731308627541,0.9443248620783214,0.7485093936325796,44.06527829170227,0.1483112450429502,8.9815673340512,0.00010099999999999999,0.9492957746478873,0.9352112676056338,0.9239130434782609,0.572463768115942,0.8857938718662952,0.7966573816155988,0.955363091272485,0.9393737508327782
26,0.06912635283963615,0.9440535407434206,0.7519968500393746,44.21686792373657,0.1483112450429502,9.183380992827255,0.00010499999999999999,0.9492957746478873,0.9295774647887324,0.9239130434782609,0.5833333333333334,0.8885793871866295,0.7994428969359332,0.9573617588274483,0.9407061958694204
27,0.06852428186956065,0.9464049923125621,0.7651591855101811,26.301140546798706,0.1483112450429502,9.382253053038845,0.00010899999999999999,0.952112676056338,0.9408450704225352,0.9257246376811594,0.605072463768116,0.8885793871866295,0.807799442896936,0.955363091272485,0.9460359760159893
28,0.06816119551097663,0.9470199873383378,0.7691528855889301,24.447710037231445,0.1483112450429502,9.578345507706548,0.000113,0.9408450704225352,0.9436619718309859,0.9257246376811594,0.6141304347826086,0.8885793871866295,0.83008356545961,0.9600266489007329,0.938707528314457
29,0.0670237523212758,0.947490277652166,0.7640341995725053,24.44569730758667,0.1483112450429502,9.771806005945681,0.000117,0.9549295774647887,0.9352112676056338,0.9257246376811594,0.5960144927536232,0.8941504178272981,0.807799442896936,0.9600266489007329,0.9493670886075949
30,0.06648085282106778,0.9494618793524463,0.7598155023062212,24.35477638244629,0.1483112450429502,9.96276957053484,0.00012099999999999999,0.9549295774647887,0.9380281690140845,0.927536231884058,0.5996376811594203,0.8997214484679665,0.8050139275766016,0.9620253164556962,0.9453697534976683
