round,train_loss,train_accuracy,global_test_accuracy,time_seconds,epsilon_i,epsilon_total,delta_total,client_0_pers_acc,client_0_global_acc,client_1_pers_acc,client_1_global_acc,client_2_pers_acc,client_2_global_acc,client_3_pers_acc,client_3_global_acc
1,0.2763250110393473,0.6474812336076694,0.5164810439869502,24.714400053024292,0.1483112450429502,1.6066247545908843,4.9999999999999996e-06,0.723943661971831,0.5859154929577465,0.6159420289855072,0.1358695652173913,0.5766016713091922,0.298050139275766,0.7561625582944703,0.7641572285143238
2,0.16791744747970572,0.786542461788912,0.5520868489143885,24.434135913848877,0.1483112450429502,2.2998897863340266,9e-06,0.828169014084507,0.7549295774647887,0.7282608695652174,0.2246376811594203,0.7381615598885793,0.40668523676880225,0.8114590273151232,0.759493670886076
3,0.13717642972902633,0.8291760875463507,0.5985487681403983,24.43236804008484,0.1483112450429502,2.8428846160172485,1.3000000000000001e-05,0.8338028169014085,0.780281690140845,0.8242753623188406,0.2807971014492754,0.8245125348189415,0.44846796657381616,0.8427714856762158,0.8221185876082612
4,0.121627882210356,0.8548249977389888,0.6328045899426257,24.433093547821045,0.1483112450429502,3.3080938652914464,1.7e-05,0.8760563380281691,0.8338028169014085,0.8496376811594203,0.34601449275362317,0.8440111420612814,0.6016713091922006,0.8674217188540972,0.8381079280479681
5,0.11113226879790708,0.8716288324138555,0.6589042636967037,24.37894058227539,0.1483112450429502,3.72359384210161,2.1e-05,0.8929577464788733,0.8647887323943662,0.8568840579710145,0.4076086956521739,0.8523676880222841,0.6880222841225627,0.8774150566289141,0.8554297135243171
6,0.10286294155269578,0.8857375418287058,0.6758915513556081,24.366182327270508,0.1483112450429502,4.103783786475179,2.5e-05,0.9183098591549296,0.8732394366197183,0.8677536231884058,0.4329710144927536,0.8523676880222841,0.7019498607242339,0.8860759493670886,0.8687541638907396
7,0.09750559390119502,0.8948539386813784,0.6869164135448307,24.450824737548828,0.1483112450429502,4.457217507469402,2.9e-05,0.9267605633802817,0.8929577464788733,0.8677536231884058,0.4384057971014493,0.8635097493036211,0.7214484679665738,0.8947368421052632,0.8640906062624917
8,0.09300128472146016,0.9029393144614273,0.7024974687816402,24.44086265563965,0.1483112450429502,4.789468284887409,3.2999999999999996e-05,0.9267605633802817,0.9098591549295775,0.875,0.4782608695652174,0.8607242339832869,0.7604456824512534,0.9080612924716855,0.8720852764823451
9,0.09010735819775077,0.9061228181242652,0.7045224434694566,24.44645047187805,0.1483112450429502,5.104407332101686,3.7e-05,0.9267605633802817,0.9183098591549296,0.8731884057971014,0.48007246376811596,0.8607242339832869,0.7325905292479109,0.91672218520986,0.8847435043304464
10,0.08727486771386107,0.913575110789545,0.7132973337833277,24.42950415611267,0.1483112450429502,5.404853256005302,4.0999999999999994e-05,0.923943661971831,0.9098591549295775,0.8858695652173914,0.5072463768115942,0.8579387186629527,0.7632311977715878,0.9247168554297135,0.8927381745502998
11,0.08529800458566032,0.9145518675951886,0.7121160985487681,24.434839725494385,0.1483112450429502,5.692933877128688,4.4999999999999996e-05,0.9267605633802817,0.9042253521126761,0.8786231884057971,0.5072463768115942,0.8579387186629527,0.7186629526462396,0.9333777481678881,0.9127248500999334
12,0.08333078287390253,0.9197793253142804,0.7307908651141861,24.438562631607056,0.1483112450429502,5.97030230036353,4.9e-05,0.9267605633802817,0.9154929577464789,0.8913043478260869,0.532608695652174,0.8635097493036211,0.7743732590529248,0.9367088607594937,0.9007328447701533
13,0.08103828780630015,0.9238853215157818,0.7234784565192935,60.52874565124512,0.1483112450429502,6.238273153249183,5.2999999999999994e-05,0.9323943661971831,0.9183098591549296,0.9039855072463768,0.5108695652173914,0.8635097493036211,0.766016713091922,0.9320453031312458,0.9120586275816123
14,0.07919125497579356,0.9268336800217057,0.7179097761277984,55.0100302696228,0.1483112450429502,6.4979123307407995,5.6999999999999996e-05,0.9408450704225352,0.9126760563380282,0.8913043478260869,0.5181159420289855,0.8690807799442897,0.7214484679665738,0.9380413057961359,0.9213857428381079
