round,train_loss,train_accuracy,global_test_accuracy,time_seconds,epsilon_i,epsilon_total,delta_total,client_0_pers_acc,client_0_global_acc,client_1_pers_acc,client_1_global_acc,client_2_pers_acc,client_2_global_acc,client_3_pers_acc,client_3_global_acc
17,0.051116218201632806,0.9617256036899701,0.7807402407469907,24.42958903312683,0.2627716005873094,14.07520230370754,6.9e-05,0.9577464788732394,0.9408450704225352,0.927536231884058,0.6413043478260869,0.9108635097493036,0.8440111420612814,0.9693537641572285,0.955363091272485
18,0.05016945350133209,0.9632630912544091,0.7697716278546518,24.425122022628784,0.2627716005873094,14.563362722430666,7.3e-05,0.9605633802816902,0.9323943661971831,0.9221014492753623,0.6231884057971014,0.9108635097493036,0.807799442896936,0.9706862091938707,0.9646902065289806
19,0.04963298402379625,0.9640227909921316,0.7909776127798402,24.436254501342773,0.2627716005873094,15.042470871181594,7.699999999999999e-05,0.9605633802816902,0.9436619718309859,0.9293478260869565,0.6539855072463768,0.9052924791086351,0.8356545961002786,0.9713524317121919,0.9640239840106596
20,0.04812047504138937,0.9664285068282535,0.7803464956688041,24.425350666046143,0.2627716005873094,15.51323274226789,8.099999999999999e-05,0.9605633802816902,0.9436619718309859,0.9329710144927537,0.6195652173913043,0.8997214484679665,0.8245125348189415,0.972018654230513,0.9673550966022652
21,0.04767475393650878,0.9663923306502668,0.781977725278434,24.44464135169983,0.2627716005873094,15.976267068929833,8.499999999999999e-05,0.9605633802816902,0.9464788732394366,0.9384057971014492,0.644927536231884,0.9025069637883009,0.83008356545961,0.9753497668221186,0.9646902065289806
22,0.047219154312738355,0.966446594917247,0.7895713803577455,24.43372631072998,0.2627716005873094,16.432119717046234,8.9e-05,0.9605633802816902,0.9492957746478873,0.9438405797101449,0.6485507246376812,0.8969359331476323,0.8523676880222841,0.9760159893404398,0.9633577614923384
23,0.04643048641020128,0.9675499683458443,0.7911339858251772,24.42564082145691,0.2627716005873094,16.88127516162658,9.3e-05,0.9605633802816902,0.9408450704225352,0.947463768115942,0.6413043478260869,0.9025069637883009,0.8161559888579387,0.9746835443037974,0.9620253164556962
24,0.04619200585220146,0.9680383467486658,0.7961964225447182,24.442283153533936,0.2627716005873094,17.324165738896923,9.7e-05,0.9605633802816902,0.9464788732394366,0.9510869565217391,0.6304347826086957,0.9025069637883009,0.8272980501392758,0.9726848767488341,0.9700199866755497
25,0.04518165928974951,0.969991860359953,0.7971650354370571,24.421003103256226,0.2627716005873094,17.76117917927728,0.00010099999999999999,0.9605633802816902,0.9464788732394366,0.9510869565217391,0.6594202898550725,0.9108635097493036,0.841225626740947,0.9713524317121919,0.9633577614923384
26,0.04480865361185658,0.969720539025052,0.7849589380132749,26.266766786575317,0.2627716005873094,18.192664796249627,0.00010499999999999999,0.9633802816901409,0.9436619718309859,0.9492753623188406,0.6413043478260869,0.9108635097493036,0.8245125348189415,0.9766822118587608,0.9633577614923384
27,0.044853710796186406,0.9693768653341774,0.8001462481718978,26.27370810508728,0.2627716005873094,18.618938613113045,0.00010899999999999999,0.9633802816901409,0.9492957746478873,0.9547101449275363,0.6847826086956522,0.9108635097493036,0.8495821727019499,0.9753497668221186,0.9633577614923384
28,0.04448802555115529,0.9699375960929728,0.8064461694228822,24.37512731552124,0.2627716005873094,19.040287642260214,0.000113,0.9633802816901409,0.9492957746478873,0.9492753623188406,0.697463768115942,0.9108635097493036,0.8579387186629527,0.9746835443037974,0.9633577614923384
29,0.0439307433767235,0.9711675861445239,0.8048149398132524,43.397857904434204,0.2627716005873094,19.45697348215824,0.000117,0.9605633802816902,0.9549295774647887,0.9528985507246377,0.6920289855072463,0.9108635097493036,0.871866295264624,0.9760159893404398,0.9693537641572285
30,0.043343108318806056,0.9723794881070813,0.8083462706716166,52.59306573867798,0.2627716005873094,19.86923536046405,0.00012099999999999999,0.9605633802816902,0.9492957746478873,0.9601449275362319,0.697463768115942,0.9080779944289693,0.8356545961002786,0.9753497668221186,0.966688874083944
