round,train_loss,train_accuracy,global_test_accuracy,time_seconds,client_0_pers_acc,client_0_global_acc,client_1_pers_acc,client_1_global_acc,client_2_pers_acc,client_2_global_acc,client_3_pers_acc,client_3_global_acc
1,0.11203956143429836,0.8528826588288493,0.5438744515693554,21.221782684326172,0.6809815950920245,0.6319018404907976,0.9017941454202077,0.8772426817752597,0.8752515090543259,0.46682092555331993,0.7874493927125507,0.3441295546558704
2,0.057099627577721836,0.9335518878589192,0.6346608167397908,20.817899465560913,0.8220858895705522,0.7300613496932515,0.9320113314447592,0.9140698772426817,0.8350100603621731,0.48553319919518,0.8744939271255061,0.6174089068825911
3,0.034954573719711945,0.9654307031426632,0.7442344470694117,20.78609848022461,0.9141104294478528,0.8957055214723927,0.9480642115203022,0.9527856468366384,0.8249496981891348,0.53899396378269617,0.9412955465587044,0.8016194331983806
4,0.02428295305505161,0.9798779109201899,0.7445156935538306,20.835357189178467,0.9079754601226994,0.9079754601226994,0.9584513692162417,0.95561850802644,0.8631790744466801,0.5691146881287726,0.9574898785425101,0.8157894736842105
5,0.01758583744046837,0.9883789283291884,0.7680841489481381,20.83902621269226,0.9325153374233128,0.901840490797546,0.9688385269121813,0.9660056657223796,0.8832997987927566,0.5774647887323944,0.9473684210526315,0.8582995951417004
6,0.013756402883657199,0.9922450825231742,0.7810777365282934,20.94839119911194,0.950920245398773,0.9263803680981595,0.9707271010387157,0.9716713881019831,0.8611670020120724,0.5955734406438632,0.951417004048583,0.8582995951417004
7,0.010974573811832854,0.9947999095636446,0.789965125435932,20.88216495513916,0.950920245398773,0.9386503067484663,0.9782813975448537,0.9792256846081209,0.8953722334004024,0.6338028169014085,0.9655870445344129,0.868421052631579
8,0.009445418282498324,0.9956816640289398,0.7984587692653842,20.822072505950928,0.950920245398773,0.9325153374233128,0.9745042492917847,0.9820585457979226,0.8832997987927566,0.6317907444668008,0.9534412955465587,0.8805668016194332
9,0.008900788925503274,0.9962468912502825,0.7891213859826752,20.846155405044556,0.9631901840490797,0.9325153374233128,0.9773371104815864,0.9792256846081209,0.8933601609657947,0.6116700201207244,0.9473684210526315,0.8724696356275303
10,0.0070355539606394984,0.9975130002260909,0.8069524130948363,20.897244930267334,0.9754601226993865,0.9693251533742331,0.9792256846081209,0.9820585457979226,0.8993963782696177,0.670020120724346,0.9655870445344129,0.8906882591093117
11,0.006596681485856939,0.9978747456477502,0.8059961750478118,20.8184916973114,0.9693251533742331,0.950920245398773,0.9792256846081209,0.9782813975448537,0.9195171026156942,0.6378269617706237,0.97165991902834,0.9210526315789473
12,0.0064238656817842965,0.9978973547366041,0.7994712566092924,20.866512537002563,0.9754601226993865,0.9631901840490797,0.9801699716713881,0.9754485363550519,0.8812877263581489,0.6659959758551308,0.9696356275303644,0.9129554655870445
13,0.0054269155234031256,0.9982817092471172,0.811846101923726,20.815497875213623,0.9631901840490797,0.9631901840490797,0.9811142587346553,0.9830028328611898,0.9074446680080482,0.676056338028169,0.9736842105263158,0.9210526315789473
