round,train_loss,train_accuracy,global_test_accuracy,time_seconds,client_0_pers_acc,client_0_global_acc,client_1_pers_acc,client_1_global_acc,client_2_pers_acc,client_2_global_acc,client_3_pers_acc,client_3_global_acc
14,0.004725198020815673,0.9988017182907528,0.81398357520531,20.811678171157837,0.9631901840490797,0.9631901840490797,0.9792256846081209,0.9830028328611898,0.9235412474849095,0.7223340040241448,0.9736842105263158,0.937246963562753
15,0.004295865051952144,0.99902780917929,0.8074586567667904,20.88783597946167,0.9693251533742331,0.9570552147239264,0.9754485363550519,0.9811142587346553,0.9215291750503019,0.6961770623742455,0.9574898785425101,0.9068825910931174
16,0.004210550044483219,0.998869545557314,0.8072336595792553,20.92695927619934,0.9754601226993865,0.9754601226993865,0.9820585457979226,0.9830028328611898,0.8933601609657947,0.6861167002012073,0.97165991902834,0.9210526315789473
17,0.0041141889323685985,0.9992086818901198,0.8223647204409945,20.974666118621826,0.9754601226993865,0.9631901840490797,0.9792256846081209,0.9830028328611898,0.9436619718309859,0.7243460764587525,0.9655870445344129,0.9331983805668016
18,0.003965458780137678,0.9992312909789735,0.8167397907526156,20.926918029785156,0.9815950920245399,0.9693251533742331,0.9801699716713881,0.9801699716713881,0.9154929577464789,0.7062374245472837,0.9676113360323887,0.9271255060728745
19,0.0034346519233503883,0.9992539000678272,0.8103836202047474,21.00226664543152,0.9693251533742331,0.950920245398773,0.9830028328611898,0.9820585457979226,0.9195171026156942,0.6921529175050302,0.9757085020242915,0.9392712550607287
20,0.003378268374924639,0.9993217273343884,0.8210147373157836,20.854321718215942,0.9877300613496932,0.9693251533742331,0.9811142587346553,0.9811142587346553,0.9295774647887324,0.7283702213279678,0.9655870445344129,0.9311740890688259
21,0.002954165203222923,0.9995704273117794,0.811283608954888,20.899511098861694,0.9877300613496932,0.9754601226993865,0.983947119924457,0.9820585457979226,0.9215291750503019,0.7323943661971831,0.97165991902834,0.9230769230769231
22,0.0030930327350090696,0.999366945512096,0.8201709978625267,20.886950969696045,0.9754601226993865,0.9693251533742331,0.983947119924457,0.9820585457979226,0.9134808853118712,0.7243460764587525,0.9655870445344129,0.9210526315789473
23,0.0028878762464417465,0.9995252091340718,0.8200584992687592,20.904982805252075,0.9815950920245399,0.9754601226993865,0.9830028328611898,0.983947119924457,0.9195171026156942,0.7223340040241448,0.9676113360323887,0.9230769230769231
24,0.002721851018018765,0.9994121636898032,0.8337833277084037,20.93886923789978,0.9815950920245399,0.9815950920245399,0.9820585457979226,0.983947119924457,0.9416498993963782,0.7766599597585513,0.9817813765182186,0.9534412955465587
25,0.00257051489741068,0.9996382545783407,0.8276521543480706,20.93140959739685,0.9815950920245399,0.9693251533742331,0.9830028328611898,0.9820585457979226,0.9436619718309859,0.7847082494969819,0.9696356275303644,0.9230769230769231
26,0.002660156514844436,0.9996156454894868,0.8364832939588255,20.808244705200195,0.9938650306748467,0.9754601226993865,0.9801699716713881,0.9830028328611898,0.937625754527163,0.7907444668008048,0.9817813765182186,0.9493927125506073
27,0.0026318348361324233,0.9993669455120958,0.8287771402857464,20.90592098236084,0.9815950920245399,0.9693251533742331,0.9820585457979226,0.9830028328611898,0.9496981891348089,0.7887323943661971,0.979757085020243,0.951417004048583
28,0.002227965599617807,0.9995252091340718,0.8283271459106761,20.87865424156189,0.9877300613496932,0.9754601226993865,0.983947119924457,0.9830028328611898,0.9577464788732394,0.7766599597585513,0.9777327935222672,0.9453441295546559
29,0.002369017047450301,0.9997739091114628,0.8272584092698841,20.8940589427948,0.9754601226993865,0.9754601226993865,0.9801699716713881,0.9792256846081209,0.9295774647887324,0.7947686116700201,0.97165991902834,0.9271255060728745
30,0.002375593384474738,0.9995478182229256,0.8313646079424007,20.901611328125,0.9815950920245399,0.9693251533742331,0.9820585457979226,0.9811142587346553,0.9456740442655935,0.7887323943661971,0.9777327935222672,0.9595141700404858
31,0.00215954030465844,0.9997965182003166,0.8215772302846215,20.81369924545288,0.9877300613496932,0.9631901840490797,0.9811142587346553,0.9830028328611898,0.9215291750503019,0.7263581488933601,0.979757085020243,0.9534412955465587
32,0.0022006361163714808,0.9996608636671942,0.8302958713016088,20.828821659088135,0.9815950920245399,0.9693251533742331,0.9801699716713881,0.9801699716713881,0.9396378269617707,0.7826961770623743,0.97165991902834,0.9554655870445344
33,0.0022054357718595896,0.9997513000226093,0.8275396557543031,20.911497354507446,0.9815950920245399,0.9815950920245399,0.9830028328611898,0.9830028328611898,0.9416498993963782,0.7867203219315896,0.9696356275303644,0.9291497975708503
34,0.0020105090430329333,0.9996608636671942,0.8401394982562718,20.93591332435608,0.9815950920245399,0.9754601226993865,0.9820585457979226,0.9782813975448537,0.9436619718309859,0.8148893360160966,0.9777327935222672,0.9615384615384616
35,0.0019297084790271149,0.9996156454894868,0.8312521093486331,20.926119804382324,0.9815950920245399,0.9754601226993865,0.9830028328611898,0.9801699716713881,0.9295774647887324,0.7987927565392354,0.979757085020243,0.9534412955465587
36,0.001959588948053381,0.9997060818449016,0.8297333783327708,20.921639442443848,0.9815950920245399,0.9693251533742331,0.983947119924457,0.9858356940509915,0.9416498993963782,0.8028169014084507,0.9736842105263158,0.9595141700404858
37,0.0018843768109959795,0.9997739091114628,0.8229834627067162,20.923325777053833,0.9754601226993865,0.9754601226993865,0.983947119924457,0.9811142587346553,0.9235412474849095,0.7605633802816901,0.9696356275303644,0.9574898785425101
38,0.0019909844408243413,0.9997739091114628,0.829958375520306,20.946940660476685,0.9754601226993865,0.9693251533742331,0.9830028328611898,0.9801699716713881,0.9396378269617707,0.7686116700201208,0.9736842105263158,0.951417004048583
39,0.001707698903902226,0.999841736378024,0.8320395995050062,20.924210786819458,0.9815950920245399,0.9693251533742331,0.9830028328611898,0.9830028328611898,0.9456740442655935,0.7967806841046278,0.9757085020242915,0.951417004048583
40,0.0017831122934616232,0.9998643454668776,0.8367645404432444,20.900036334991455,0.9754601226993865,0.9693251533742331,0.9801699716713881,0.9782813975448537,0.9557344064386318,0.8370221327967807,0.9838056680161943,0.9655870445344129
41,0.0016635638756031525,0.9997286909337552,0.8366520418494768,20.933987617492676,0.9815950920245399,0.9693251533742331,0.983947119924457,0.983947119924457,0.9517102615694165,0.7887323943661971,0.9858299595141701,0.9595141700404858
42,0.00172329353789381,0.9997060818449016,0.8351333108336145,20.891801357269287,0.9815950920245399,0.9754601226993865,0.9801699716713881,0.9820585457979226,0.9416498993963782,0.7746478873239436,0.9696356275303644,0.9534412955465587
43,0.0015769160387011935,0.9997965182003166,0.8522645966925414,20.8932523727417,0.9815950920245399,0.9693251533742331,0.9858356940509915,0.9801699716713881,0.9496981891348089,0.7887323943661971,0.9777327935222672,0.951417004048583
44,0.001575213620702337,0.9998417363780238,0.8404207447406907,20.88988161087036,0.9754601226993865,0.9754601226993865,0.9830028328611898,0.9830028328611898,0.9356136820925554,0.8289738430583501,0.9777327935222672,0.9615384615384616
45,0.0016171706505448543,0.9998191272891702,0.8515457306783665,20.95774221420288,0.9815950920245399,0.9815950920245399,0.9773371104815864,0.9754485363550519,0.9557344064386318,0.8390342052313883,0.9878542510121457,0.9635627530364372
46,0.00141596642510457,0.9998869545557314,0.8646394420069749,20.87004256248474,0.9815950920245399,0.9693251533742331,0.9820585457979226,0.9792256846081209,0.959758551307847,0.8329979879275654,0.979757085020243,0.9595141700404858
47,0.0014232118115525213,0.9998643454668776,0.8496895038812014,20.92503547668457,0.9754601226993865,0.9815950920245399,0.9820585457979226,0.9801699716713881,0.9456740442655935,0.8309859154929577,0.9817813765182186,0.9574898785425101
48,0.001541377891756299,0.999751300022609,0.8496332545843177,20.89002776145935,0.9815950920245399,0.9754601226993865,0.9801699716713881,0.9792256846081209,0.937625754527163,0.8249496981891348,0.9777327935222672,0.9574898785425101
49,0.0014409790112512063,0.9998417363780238,0.8513083586455169,20.923723220825195,0.9877300613496932,0.9815950920245399,0.983947119924457,0.9820585457979226,0.9456740442655935,0.7947686116700201,0.9838056680161943,0.9595141700404858
50,0.0015727711961013144,0.9997965182003165,0.8633457081786477,20.949358701705933,0.9877300613496932,0.9754601226993865,0.9830028328611898,0.9811142587346553,0.9557344064386318,0.8289738430583501,0.9878542510121457,0.9615384615384616
