round,train_loss,train_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,time_seconds,accuracy,loss,precision,recall,f1_score
1,0.22025938285249466,0.7125949399159004,0.5749586211332939,0.2908642736096133,0.1106442607461919,0.2908642736096133,0.15334108270441885,0.5896794589395423,0.27657779277759026,0.09879890985376115,0.27657779277759026,0.12949350771323845,15.271998643875122,,,,,
2,0.157936430887622,0.789008422641426,0.3909908875425871,0.5010013865352025,0.5670059263565914,0.5010013865352025,0.4199694937649754,0.4642099856270863,0.40488243896951287,0.519169792358118,0.40488243896951287,0.30538178346113865,15.02467393875122,,,,,
3,0.11798288634215777,0.8496292748839117,0.3555383419580993,0.4624865197966415,0.5743229772225182,0.4624865197966415,0.3751670129734894,0.43057126451536404,0.3885138935763303,0.413945025204312,0.3885138935763303,0.28979339030906176,14.992093086242676,,,,,
4,0.10032801174945798,0.8743448992118724,0.29154993299158966,0.6063780619319057,0.6901153156848916,0.6063780619319057,0.5406375528439498,0.38020174793873074,0.5023624704691191,0.635559859170436,0.5023624704691191,0.42265983238993543,15.022433280944824,,,,,
5,0.08580398521082296,0.8985840047531685,0.25773063502681215,0.6442766908026498,0.7982696144951612,0.6442766908026498,0.6048893635863282,0.3472665425045094,0.5316121048486894,0.6595905323559017,0.5316121048486894,0.4753387018404827,15.036896228790283,,,,,
6,0.07599635987487843,0.9114507904098381,0.23310153425759114,0.6908026498228316,0.8108837884127458,0.6908026498228316,0.6576062430264565,0.3278145452548313,0.5827427157160535,0.6813447610375732,0.5827427157160535,0.5330376408003656,15.016268491744995,,,,,
7,0.06851869100151695,0.9240447268416407,0.21535371398911088,0.726390386689262,0.8216756592724982,0.726390386689262,0.7022000962159028,0.3074366086774393,0.6177297783777703,0.7041830503970842,0.6177297783777703,0.5771342484418687,15.002639055252075,,,,,
8,0.06354235851792855,0.933044887608955,0.2091022282746995,0.7219226621475889,0.8211908508463428,0.7219226621475889,0.6950657186071497,0.3023273717238619,0.6244234447069411,0.7138307628303706,0.6244234447069411,0.5828978007433432,14.990365743637085,,,,,
9,0.05931439929394855,0.9381334179495375,0.19292754217227018,0.770451394238176,0.8438040602411101,0.770451394238176,0.7617838315058781,0.28844444192371804,0.6526605917426033,0.7309682314446415,0.6526605917426033,0.6249167770606466,15.014448404312134,,,,,
10,0.05371487177539095,0.9462605984326974,0.1838179383076242,0.7766137729163457,0.843474600324787,0.7766137729163457,0.7642629131861467,0.2802598816107438,0.6606479919001013,0.7310019023015136,0.6606479919001013,0.6288774745090627,15.033383131027222,,,,,
11,0.05047842029457772,0.9511714751130986,0.1814787235209138,0.7701432753042674,0.8398761663767381,0.7701432753042674,0.7586171592637821,0.2781407564077164,0.6574417819777253,0.7273473930277731,0.6574417819777253,0.6280876166803305,15.843738079071045,,,,,
12,0.04713444428776174,0.9562600357329567,0.1667427783216429,0.7995686334925282,0.8531283363748795,0.7995686334925282,0.7893300158459621,0.2679736747028509,0.681797727528406,0.7423379535438521,0.681797727528406,0.6546924515784384,24.572927713394165,,,,,
